"date","symbol","rank","buytext","buypoint"
"08/05/13","PKG","32","Tradestight,near highs; 8% above50.88flatbase entry.","50.88"
"08/05/13","BYI","35","Freshhigh but extendedafter10-week bounce.",
"08/05/13","BIIB","38","Formingcup-with-handlebase, buy pointat234.84.","234.84"
"08/05/13","BIDU","41","Backto April2012 levels,but noproper buyarea.",
"08/05/13","MYL","44","Jumps12% from 32.36flat-basebuy point.","32.36"
"08/05/13","NSR","46","Extendedfrom rebound off10-weekmoving average.",
"08/05/13","REGN","49","Addshandleafterbreakout; new buypoint at282.37.","282.37"
"08/05/13","WDR","47","Extended9% from 48.18buy pointof flatbase.","48.18"
"08/05/13","DDD","33","Breakoutpast 49.85failsbut holdingabove 10-weekline.","49.85"
"08/05/13","TNGO","36","Extendedafter breakout from basewithin largercorrection.",
"08/05/13","ECPG","39","Quicklyrises4% pastcup base's 38.76buy point.","38.76"
"08/05/13","YY","42","Extendedafter rocketingoff10-wk line;brokeoutat 20.99.","20.99"
"08/05/13","OII","45","Extended10%past 76.70flat-basebuy point.","76.70"
"08/05/13","ILMN","48","Easesoffhigh, back near77.21entry inflatbase.","77.21"
"08/05/13","ALXN","50","Clearslong,undefinedpattern but fallsback intobase.",
"08/06/12","ALXN","1","12%past95.11entry;rebound volumestronger than decline.","95.11"
"08/06/12","MLNX","4","Junebreakout failed; soaredafter liftoff10-week line.",
"08/06/12","TFM","7","Extended5% past57.96trigger indouble-bottombase.","57.96"
"08/06/12","CTRX","2","Slidesunder10-week lineand finding resistancethere.",
"08/06/12","AAPL","5","Nearing619.97buy pointincup-with-handle base.","619.97"
"08/06/12","GNC","8","Shakyrebound after failedbreakout past42.05entry.","42.05"
"08/06/12","SWI","3","13%past47.99double-bottomentry; tradingtightly.","47.99"
"08/06/12","HMSY","6","Near34.93buy pointfrom cup with handle.","34.93"
"08/06/12","KORS","9","DecemberIPOforming first basefor a fewmonths.",
"08/06/12","ALGN","10","Movesback near 34.39buy pointfrom flatbase.","34.39"
"08/06/12","WWWW","13","Stabilizingafter slicing10-weekline inhuge trade.",
"08/06/12","ROST","11","Lightvolume on2ndbounce off10-weeksince Junebreakout.",
"08/06/12","DG","14","Formingpotentialnew base, afterdownside volumepicked up.",
"08/06/12","GNRC","12","Breakoutreverses hard,tobelow 23.08buy point.","23.08"
"08/06/12","TJX","15","Extended5% past42.91buy pointinflatbase.","42.91"
"08/06/12","TCBI","16","11%past39.41buy ptaftersupport at 10-weekline.","39.41"
"08/06/12","PRGO","19","Gets supportat 10-weekafterlow-volume dip from new high.",
"08/06/12","TDG","22","10-weeklinefails withbig volume, isresistance ahead.",
"08/06/12","DVA","25","10%past90.18buy pointand only2% offrecenthigh.","90.18"
"08/06/12","CF","28","Near202.43 buypt incup-with-handlebase.","202.43 "
"08/06/12","WPI","17","6%past74.80buy point; supportat 10-weekline.","74.80"
"08/06/12","MNST","20","Consolidatingbelowthe 10-wkavgas itbuilds anew base.",
"08/06/12","ULTA","23","Findingsupport at 40-weekline afterbreakof 10-weekline.",
"08/06/12","FRAN","26","Formingacup base, but volatileaction is aflaw.",
"08/06/12","VAL","29","Lookingto 10-weekline forsupport after failedbreakout.",
"08/06/12","V","18","4%above 125.45buy pt; breakout from cup base.","125.45"
"08/06/12","CRUS","21","Soarsto new highsbut 5-week patternnota properbase.",
"08/06/12","ACOM","24","Deepbaseshowssloppyaction; rises pastresistancenear 33",
"08/06/12","RGR","27","Addingdeephandleto alreadydeepbase.",
"08/06/12","SNI","30","Inbuy rangeafter regaining10-weekinfast trade.",
"08/06/12","BIIB","31","Stockfound support at10-weekline onsecond tripto line.",
"08/06/12","JAH","34","Extended10%beyond 43.33 buypoint, hitting newhighs.","43.33 "
"08/06/12","DKS","37","Lessthan 2%past50.42 buypointin cup withhandle.","50.42 "
"08/06/12","PCLN","40","Regainssupportof 10-week lineas itworksona base.",
"08/06/12","UNP","43","Up7% from 116.24 buypoint. Broke outJune18.","116.24 "
"08/06/12","EW","32","Extendedfrom 90.48entry, findssupport at 10-weekline.","90.48"
"08/06/12","RMD","35","Jumpspast 35.23buypoint, 1%beyond that level.","35.23"
"08/06/12","IHS","38","Strikesnew highs aftermultiple pullbacksto support lines.",
"08/06/12","TSCO","41","Soarsabove 10-weekline instrong volume.",
"08/06/12","TDC","44","Straddling10-weekline asit worksonnew base.",
"08/06/12","PAA","46","4%past82.56double-bottom buypoint; tighttrading.","82.56"
"08/06/12","WNR","49","Extendedafter clearingJunepattern;2% offrecenthigh.",
"08/06/12","XXIA","47","Slightlyabove 14.98buy pointfrom latestbase.","14.98"
"08/06/12","SHW","33","Cleared134.07 entry inweaktrade; now1% abovebuy point.","134.07 "
"08/06/12","NVO","36","Atnewhigh, 5% past149.04 handleentry.","149.04 "
"08/06/12","ELLI","39","Wellextended afterreboundingoff its10-weekline.",
"08/06/12","CBST","42","Rightside of longcup continuesto shape;45.05entry.","45.05"
"08/06/12","IPXL","45","Clears,thenslipsbelow 23.33buypoint indouble-bottombase.","23.33"
"08/06/12","EBAY","48","Near44.04buy pointinsquare-box base.","44.04"
"08/06/12","NSR","50","Buildingrightsideto cup runningjust21%deep.",
"08/08/11","LULU","1","Findssupportnear 10-weekline afterJune breakout.",
"08/08/11","ULTA","4","Closesunder 10-weeklineamid averageweeklyturnover.",
"08/08/11","HLF","7","Sharppullbackto 10-weekaverageafter hitting new high.",
"08/08/11","FOSL","2","Slicesbelowits 10-weekline withheavy volume.",
"08/08/11","ALXN","5","Pullsback to10-weekavg. afterhitting new high.",
"08/08/11","HANS","8","Reboundssharply,but ends below10-weekline onQ2 results.",
"08/08/11","NFLX","3","Tripped8%sell rule July26 afterclearing 277.80July 5.","277.80"
"08/08/11","PCLN","6","Possible552.25 buy point,but handlehas heavy volume.","552.25 "
"08/08/11","MA","9","Two-dayretreat findssupport atprior consolidation.",
"08/08/11","BIDU","10","Findssupportat 10-weekline, near 139.19buy point.","139.19"
"08/08/11","AAPL","13","11%pop afterpassing 365,but nowjust 2%from buy point.",
"08/08/11","AH","11","Freshreversal; new basemay form aftervolatile trading.",
"08/08/11","SLW","14","Sinksfurther below200-dayavgin heavyvolume.",
"08/08/11","CVLT","12","Plungesthrough10-weekline;prior patterns wereirregular.",
"08/08/11","EZPW","15","Falls11%below33.41buy pt,violates 10-weekline.","33.41"
"08/08/11","DLTR","16","Slipsunder 10-weekline.But RS linestill strong.",
"08/08/11","CMG","19","Findssupportat 10-weekline;second pullback.",
"08/08/11","NUS","22","Fell6% under39.45 entry,thenrecovered; below10-weekline.","39.45 "
"08/08/11","DV","25","Cleared62.41buy pointbut triggered 8%sell rule Friday.","62.41"
"08/08/11","RGLD","28","Almost7% past62.43buypoint; was up 14%but retreated.","62.43"
"08/08/11","CERN","17","Sharpdrop below10-wkafter hitting new high.",
"08/08/11","PRGO","20","Hasfallenmore than 8%from buy point,hitting sell rule.",
"08/08/11","ISRG","23","July20 breakout unravelswithtrip below10-wk avg.",
"08/08/11","TSCO","26","Fallsmore than8% below50.10flat basebuy point.","50.10"
"08/08/11","V","29","Light-volpullbackto 10-weekafter hittingnew high.",
"08/08/11","IPGP","18","Consolidatingbelow10-week; fellbelow linein highvolume.",
"08/08/11","TIBX","21","Now20%below30.85buy pointfrom V-shapedbase.","30.85"
"08/08/11","SWI","24","Tumbledmore than 8% below24.88buy point.","24.88"
"08/08/11","BWLD","27","Pulls9.5% below64.10buy pointfrom shortbase.","64.10"
"08/08/11","INFA","30","Fallsfurtherafter failedbreakout. Nowbelow40-weekline.",
"08/08/11","WPI","31","Slidesoffhighand violates 10-weeklinein strong volume.",
"08/08/11","JAZZ","34","Selloffsonbig volume, but bouncesoff10-weekline.",
"08/08/11","HUM","37","15%offhigh afterslicingthrough 10-weekline.",
"08/08/11","SHOO","40","Fallsthrough10-weekline inheavy volume.",
"08/08/11","VMW","43","Strugglingfor support at 40-weekline.",
"08/08/11","BBBY","46","4%past51.05cup buy point; supportat 200-dayline.","51.05"
"08/08/11","IAG","49","Whippyweek-to-week action inside3-monthbase.",
"08/08/11","BKE","47","Fallsto200-dayline inheavy volume.",
"08/08/11","SHPGY","32","Fell6.8% below96.87buy pointand thenpopped up.","96.87"
"08/08/11","ROST","35","Fallsnearsupport at40-week moving averageinfast trade.",
"08/08/11","CHKP","38","Slicesthrough 10-week.Next test:40-week line.",
"08/08/11","DSW","41","Breaksthrough 10-weekline infast trade.",
"08/08/11","GOOG","44","Slicesbelow, thenregainsits 40-weekmoving average.",
"08/08/11","BIIB","33","Crashesbelow10-week linein fasttrade; formingnew base.",
"08/08/11","EDU","36","Fallsbelowbuypoint, seeking support at40-weekline.",
"08/08/11","LO","39","Consolidatingbelowthe 10-weekaverage; formingbase.",
"08/08/11","NTES","42","Graspingfor supportat 40-weekline.",
"08/08/11","INT","45","Rightside of currentbase warped by nastyreversal.",
"08/08/11","CXO","48","Caves through10-and 40-weeklines asvolume swells.",
"08/08/11","ICON","50","Falls20%below25.38buy point,breaks 10-, 40-weeklines.","25.38"
"08/09/10","NFLX","1","Formed double-bottom base with 124.10 trigger.","124.10 "
"08/09/10","IDSA","5","Continues surging from cup-without-handle base.",
"08/09/10","DECK","9","Possible handle appears in base-on-base pattern.",
"08/09/10","BIDU","2","Near high, extended 10% from 78.69 buy point.","78.69 "
"08/09/10","PPO","6","Hits 52-week high, then retreats in above-average volume.",
"08/09/10","MELI","3","Big upside reversal after finding support at 10-week line.",
"08/09/10","FFIV","7","Forms three-weeks-tight with potential 90.93 buy point.","90.93 "
"08/09/10","PCLN","4","Extended after huge gap; look for possible add areas.",
"08/09/10","VMW","8","Far extended from successful July test of 10-week avg.",
"08/09/10","CXO","13","Past two corrections too short to be proper bases.",
"08/09/10","VIT","17","10% past 25.10 trigger from cup with handle.","25.10 "
"08/09/10","LULU","14","Base-building attempt sloppy, lots of distribution.",
"08/09/10","ULTA","18","Shapes cup with handle; possible buy point is 25.99.","25.99"
"08/09/10","JKS","11","Well extended from initial base with 11.15 buy point.","11.15 "
"08/09/10","CTRP","15","Push from handle lacks any special volume.",
"08/09/10","KWR","19","Thinly traded stock cleared 14-week base, retreats some.",
"08/09/10","HWK","12","Thin stock climbs 8% from three-weeks-tight.",
"08/09/10","CAAS","16","Tons of work left in wide and loose base.",
"08/09/10","RVBD","20","Off high, but still 10% past 32.81 cup base buy point.","32.81 "
"08/09/10","CMG","23","A handle to this seven-week cup may be starting to form.",
"08/09/10","WPZ","27","Shaped three-weeks-tight pattern with 49.05 buy point.","49.05 "
"08/09/10","BOFI","31","Thin stock hits buy point then 8% sell rule the next day.",
"08/09/10","LZ","35","Forming irregular pattern. Possible 97.90 buy point.","97.90 "
"08/09/10","STRI","39","IPO rebounding after failed breakout from cup with handle.",
"08/09/10","HLF","24","Up 9% after clearing 51.89 buy point in second handle.","51.89 "
"08/09/10","NTAP","28","Volume has been light since rebounding off 10-week line.",
"08/09/10","MED","32","High volume reversal, then gaps down. Now under 10-wk line.",
"08/09/10","SLW","36","Regains 10-wk line as it builds right side of possible base.",
"08/09/10","EPB","40","5.7% above 30.87 buy pt after breakout from a flat base.","30.87 "
"08/09/10","APKT","21","Dives below, then rallies back above 10-week line.",
"08/09/10","CACC","25","Thinly traded stock hits new high in strong turnover.",
"08/09/10","LFL","29","No sign of slowing down, 3 high volume up weeks in a row.",
"08/09/10","WYNN","33","Consolidation has no net weeks of accumulation.",
"08/09/10","JOBS","37","Thin issue has made high volume gains in 4 of last 8 weeks.",
"08/09/10","SWKS","22","Eases just under 18.44 buy point from high handle.","18.44 "
"08/09/10","SHOO","26","Volume, RS line pick up as stock approaches 41.08 buy point.","41.08 "
"08/09/10","ARMH","30","15% over 13.27 buy pt in three-weeks-tight pattern.","13.27 "
"08/09/10","DGIT","34","Bearish reversal leads to failed breakout.",
"08/09/10","AGP","38","Clears cup base w/ 37.84 buy point in strong volume.","37.84 "
"08/09/10","AAPL","44","Forming base with possible 279.11 buy point.","279.11 "
"08/09/10","SAM","48","Base showing wide and loose action.",
"08/09/10","SAN","41","21% over 71.13 buy point after five-week advance.","71.13 "
"08/09/10","EGO","45","Regains 10-week line as it builds possible cup base.",
"08/09/10","ROVI","49","Near July peak and 10% past 40.16 buy point in 10-week base.","40.16 "
"08/09/10","CRUS","43","5% over 18.95 buy pt after rebound from pullback to 10-wk.","18.95 "
"08/09/10","ALTR","47","Trading sideways above 26.44 buy point, RS line sags a bit.","26.44 "
"08/09/10","CTSH","42","11% past 54.91 buy pt after gap up from cup w/high handle.","54.91 "
"08/09/10","UA","46","Trades tight in building high handle to base on base pattern.",
"08/09/10","HMIN","10","Rebounds from pullback to 10-week average.",
"08/09/10","CRM","50","6% past 96.53 buy point in flat base. Lacking volume lately.","96.53 "
"08/10/09","FUQI","1","21% past 22.08 buy point from rebound off its 10-week line.","22.08 "
"08/10/09","SXCI","5","Enormous surge on EPS beat; no buy point in sight.",
"08/10/09","CFSG","9","Back above 14.97 buy point after dipping below it.","14.97 "
"08/10/09","VIT","2","Below 15.60 buy pt from pullback; weekly downside reversal.","15.60 "
"08/10/09","STEC","6","Reverses lower from new high in torrid volume.",
"08/10/09","CISG","3","Easing, now 24% past 14.75 buy point from handle.","14.75 "
"08/10/09","ORN","7","Reversing higher after breakout from cup base fails.",
"08/10/09","GMCR","4","Extended 13% from latest 62.03 buy pt amid firm trading.","62.03 "
"08/10/09","HMIN","8","41% past 17.91 buy point from cup-with-handle breakout.","17.91 "
"08/10/09","NTES","13","13% past 38.84 buy point; backing off from record high.","38.84 "
"08/10/09","ININ","17","Extended 21% past 13.95 buy pt from square box base.","13.95 "
"08/10/09","LFT","10","Forming cup w/handle within larger correction.",
"08/10/09","CTRP","14","Cleared 47.74 buy point from deep base, but in light vol.","47.74 "
"08/10/09","MELI","18","24% extended from 27.52 buy point in cup-with- handle base.","27.52 "
"08/10/09","PCLN","11","Reversing lower after hitting new 52-week high.",
"08/10/09","BIDU","15","13% extended from 305.90 buy point after clearing long base.","305.90 "
"08/10/09","NEU","19","Cup-with-high-handle base has 81.73 buy point.","81.73 "
"08/10/09","VPRT","12","Builds flat base with buy point at 45.85.","45.85"
"08/10/09","NVEC","16","8% past 49.60 buy pt after high-volume surge off 10-wk.","49.60 "
"08/10/09","CMG","20","5% extended from 89.65 buy point of cup with handle base.","89.65 "
"08/10/09","JST","24","Falls back below 33.09 buy pt after cup w/handle breakout.","33.09 "
"08/10/09","STAR","28","Breaks down in heavy selling, triggers 7% sell rule.",
"08/10/09","BWY","32","Rides 10-week support in sixth week of possible base.",
"08/10/09","TLEO","36","Finds support at 10-week; possible handle to long-term base.",
"08/10/09","JOSB","40","Working on right side of base; needs some upside volume.",
"08/10/09","EBIX","21","Thin stock 21% past 35.06 buy pt from cup w/handle.","35.06 "
"08/10/09","PEGA","25","16% over 27.59 buy pt; breakout from 8-wk double bottom.","27.59 "
"08/10/09","TSRA","29","Sell off drags stock below 10-week line in big volume.",
"08/10/09","CACC","33","Thin stock 13% past 24.81 buy pt on cup-with-handle.","24.81 "
"08/10/09","TNDM","37","Clings to 10-week line after brutal, big vol. sell-off.",
"08/10/09","WMS","22","19% past 35.60 buy pt in 11-week double bottom.","35.60 "
"08/10/09","CTRN","26","11% above 27.74 buy point from long cup-with-handle base.","27.74 "
"08/10/09","LL","30","17% over 17.77 buy pt after gap up from pullback to 10-week.","17.77 "
"08/10/09","SYNT","34","25% above 30.96 buy pt after rebound from 10-wk. line.","30.96 "
"08/10/09","VRX","38","Holding near 26.32 buy point from pullback to 10-week line.","26.32 "
"08/10/09","HRBN","23","Plunged last week on its heaviest weekly volume ever.",
"08/10/09","CTSH","27","Extended 22% from 28 buy pt from flat base.",
"08/10/09","NFLX","31","Makes handle as it finds support at 10-week line.",
"08/10/09","TLVT","35","Thin stock 6% above 22.10 buy pt in cup-w/handle.","22.10 "
"08/10/09","BWLD","39","Shaping cup-with-handle base with possible 41.10 buy point.","41.10 "
"08/10/09","RKT","44","8% past 42.18 buy point from cup-with-handle base.","42.18 "
"08/10/09","ARO","48","Dropped as much as 6% after clearing 37.57 buy point.","37.57 "
"08/10/09","ICON","41","Forms 3-week tight pattern right below 52-week high.",
"08/10/09","INT","45","In a sweet little cup with a 48.85 buy point.","48.85 "
"08/10/09","SHOO","49","7% past 30.19 buy point from double-bottom pattern.","30.19 "
"08/10/09","PWRD","43","Remains 10% past 34 buy point from cup with high handle.",
"08/10/09","CNQR","47","Regains muster, now 8% past 34.47 buy point from cup base.","34.47 "
"08/10/09","ATNI","42","RS wavers as thin stock pulls back from new highs.",
"08/10/09","NRGP","46","Rides 10-wk. line higher; reverses off new high in volume.",
"08/10/09","AAPL","50","14% past 144.76 buy point from cup-with-handle.","144.76 "
"08/12/13","GMCR","1","Reverseshigherbutstill under 83.05buy pointincup base.","83.05"
"08/12/13","NUS","4","Startingseventh week ofeight-week hold rule;extended.",
"08/12/13","CELG","7","Extended8% past131.92 buypoint. Holding above140 level.","131.92 "
"08/12/13","FLT","2","10%past89.85entry inflatbase. Volume kickedinlate.","89.85"
"08/12/13","TRIP","5","Extendedafter gappingpast65.51entry from flatbase.","65.51"
"08/12/13","VRX","8","Extended8% past94.32entry incup-with-handlebase.","94.32"
"08/12/13","LAD","3","Moveabove upper channelline suggests acorrection isdue.",
"08/12/13","JAZZ","6","Extendedfrom base and10-week line;noentry insight.",
"08/12/13","YNDX","9","Extended15%from 28.74 buypointof cup with handle.","28.74 "
"08/12/13","AMBA","10","Tumbles,but notfar,below10-weekline instrong trade.",
"08/12/13","EVR","13","Up8% past44.63entry inirregular consolidation.","44.63"
"08/12/13","AVG","11","Findingsupport innew pullback tothe 10-weekline.",
"08/12/13","OCN","14","Extended23%past 42.17buypoint; aprofit-taking area.","42.17"
"08/12/13","PRLB","12","Gives backsome gains past66.02buy point; wasup 9%.","66.02"
"08/12/13","PCLN","15","Up5% past926.50 buypoint of3-weeks-tight entry.","926.50 "
"08/12/13","HLF","16","Extended23%above 52.94buy pointasvolatility picks up.","52.94"
"08/12/13","SAVE","19","Thirdtest of 10-weekline isnot ideal buyarea.",
"08/12/13","KORS","22","Extended10%above 65.21entry from cup withhandle.","65.21"
"08/12/13","ACT","25","Afractionabove 133.10flat-base entry,going sideways.","133.10"
"08/12/13","LOPE","28","Nearlyback to34.17 flat-baseentry asrebound fades.","34.17 "
"08/12/13","LL","17","5%above 89.34double-bottombuy point.","89.34"
"08/12/13","FB","20","8-weekhold rule triggersafter bullish gap upover 29.17.","29.17"
"08/12/13","PRAA","23","Thinstock incup with handlewith 53.09buy point.","53.09"
"08/12/13","WWWW","26","Toughweek but findssupport at10-weekmoving average.",
"08/12/13","CBOE","29","Fallsoffhighsbut findssupport at10-week line.",
"08/12/13","GNRC","18","Slightlypast 42.103-weeks-tightbuy point.10-weeksupport.","42.103"
"08/12/13","SSNC","21","Backabove 34.54entry aftersupport near10-week line.","34.54"
"08/12/13","ADVS","24","Findssupportinpullback to the10-weekline.",
"08/12/13","ICON","27","Extended7% past31.32entry inflatbase. Trading tight.","31.32"
"08/12/13","PKG","30","Nearrecord high and7% past50.88flatbase entry.","50.88"
"08/12/13","BYI","31","Extendedfrom bounceoff 10-weekline;noentry insight.",
"08/12/13","EDU","34","Losessupport at10-weekline, but volume light.",
"08/12/13","MYL","37","Extended15%past 32.36buypoint inflatbase.","32.36"
"08/12/13","PXD","40","Extendedafter big gap,rebound offits10-weekline.",
"08/12/13","CVLT","43","Flawedbase yieldsbreakout over 83.04; holdinggains.","83.04"
"08/12/13","ECPG","32","Newhigh and extended14%pastcup base's 38.76buy point.","38.76"
"08/12/13","MELI","35","Gapsup past128.56 entry,but retreats belowit.","128.56 "
"08/12/13","PII","38","Extendedfrom breakout and from pullbackto 10-weekline",
"08/12/13","YY","41","3-weeks-tightforms;unconventionalbuy pointat 44.77.","44.77"
"08/12/13","MA","44","Tightactionafter jump off10-weekline, but extended.",
"08/12/13","SAPE","46","Extendedfrom sharp rebound off10-weekline.",
"08/12/13","REGN","49","Formingcup with handle,but baseis latestage.",
"08/12/13","TNGO","47","Extendedafter breakout from basewithin largercorrection.",
"08/12/13","EQM","33","Consolidatinggains but resistanceat 10-weekline.",
"08/12/13","SBUX","36","Nearnew high, butextended from reboundoff 10-weekline.",
"08/12/13","GRFS","39","4%past31.21cup-with-handle entry.","31.21"
"08/12/13","SNTS","42","12%above24.10buy pointof six-week consolidation.","24.10"
"08/12/13","ILMN","45","Dipstoand thenrises 2% past77.21entry inflatbase.","77.21"
"08/12/13","BIIB","48","Dropbelow10-week linemars handle-buildingeffort.",
"08/12/13","ALXN","50","Clearsconsolidation,thenfallsback intosidewaysmotion.",
"08/13/12","ALXN","1","9%past95.11entry;had been upalmost 16%before slip.","95.11"
"08/13/12","CTRX","4","Fourthweek under 10-weekline;finding resistancethere.",
"08/13/12","KORS","7","DecemberIPObuilding itsfirst base sinceMarch.",
"08/13/12","SWI","2","Extended15%above 47.99double-bottom entryonvolume.","47.99"
"08/13/12","AAPL","5","Clears619.97 buypoint base,but did soinlighttrade.","619.97 "
"08/13/12","ALGN","8","Gettingextended from buyrange createdby pullback.",
"08/13/12","MLNX","3","Well-extendedafter reboundingoff10-week moving average.",
"08/13/12","FRAN","6","Climbingrightside; potential32.69buy pointinhandle.","32.69"
"08/13/12","HMSY","9","Lessthan 3%past34.93 buypointfrom deep cup with handle.","34.93 "
"08/13/12","ROST","10","Tests10-weeksupport, four weeks intopossible flatbase.",
"08/13/12","TCBI","13","Tradingtight afterbig-volumebounceoff 10-weekline.",
"08/13/12","TFM","11","Up1% past57.96trigger indouble-bottombase.","57.96"
"08/13/12","RGR","14","Addingdeephandleto alreadydeepbase.",
"08/13/12","WWWW","12","Retakessupport, apositive; butspiky rebound worrisome.",
"08/13/12","WPI","15","7%past74.80buy point; getssupport at10-week line.","74.80"
"08/13/12","TJX","16","Below45.49buypoint infour-weeks-tightpattern.","45.49"
"08/13/12","GNC","19","Newbase formingafter failedbreakout past42.05entry.","42.05"
"08/13/12","FLT","22","2%from 41.40entry asnew baseforms; above10-weekline.","41.40"
"08/13/12","GNRC","25","Breakoutreverses tobelow 23.08entry;watch 10-weekline.","23.08"
"08/13/12","DVA","28","Possibletest of 10-weekline;7% past90.18buy point.","90.18"
"08/13/12","VAL","17","Gets supportat 10-weekavgasit forms base-on-basepattern.",
"08/13/12","DG","20","Maybe formingflatbase w/support at 10-weekavg.",
"08/13/12","PRGO","23","Near117.56 buypt in3-weeks-tightpattern. Supportat 10-wk.","117.56 "
"08/13/12","ACOM","26","Buildsapossible handleona deep,sloppy base.",
"08/13/12","ESRX","29","4%over 59.60after breakout fromcup w/ handlebase.","59.60"
"08/13/12","CRUS","18","Tight trading aftersurgeispositive action.",
"08/13/12","V","21","Easing,but still 3% past125.45 buypointin cupbase.","125.45 "
"08/13/12","SNI","24","Stillwithinbuy range afterclearing57.85entry from flatbase.","57.85"
"08/13/12","TDC","27","Rises3% from 73.84double-bottomentry, but lacksvolume.","73.84"
"08/13/12","CF","30","Rises3% from 202.43cup-with-handle buypoint.","202.43"
"08/13/12","IPXL","31","3%above 23.33buy pointfrom odddouble-bottom pattern.","23.33"
"08/13/12","JAH","34","Extended11%beyond 43.33 buypoint, hitting newhighs.","43.33 "
"08/13/12","RMD","37","Breaksout straightup offthebottom.",
"08/13/12","ELLI","40","Wellextended afterreboundingoff its10-weekline.",
"08/13/12","NVO","43","Nearhigh, 4%past 149.04cup w/ handleentry.","149.04"
"08/13/12","BIIB","32","Supportat10-week line;aftersecond retestof line.",
"08/13/12","SHW","35","Cleared134.07 entry inweaktrade; now5% abovebuy point.","134.07 "
"08/13/12","IT","38","Extended9% above44.34 cup-with-handlebuy point.","44.34 "
"08/13/12","LOPE","41","Regains10-weekmoving averageaschoppy trade continues.",
"08/13/12","AGU","44","8%past90 buypoint from three-monthconsolidation.",
"08/13/12","XXIA","46","2%pastcup-base-within-base buy pointof 14.97.","14.97"
"08/13/12","CBST","49","Rightside of longcup continuesto shape;45.05entry.","45.05"
"08/13/12","STX","47","Musclesnearly 5% past32.65cup-basebuy point.","32.65"
"08/13/12","EW","33","Losessupport at10-weekin lighttrade.",
"08/13/12","TDG","36","10-weeklinestill poses asstiffupside resistance level.",
"08/13/12","DKS","39","Pullsback to50.42cup-with-handle entry.","50.42"
"08/13/12","NSR","42","Buildingrightsideto cup runningjust21%deep.",
"08/13/12","IHS","45","Extendedafter multiple testsof 10-weekline.",
"08/13/12","RNF","48","11%past28.91buy pointincup with handle.","28.91"
"08/13/12","NTES","50","Meetsresistancenear 10-weekmoving average.",
"08/15/11","AH","1","NixesJuly breakout from cup,but findssupport at10-week.",
"08/15/11","ULTA","4","Upsidereversal for week,but still under10-week line.",
"08/15/11","NFLX","7","Tripped8%sell rule July26; brokeout past277.80 July5.","277.80 "
"08/15/11","LULU","2","Infirst test of 10-weekline sinceJune breakout.",
"08/15/11","BIDU","5","Reboundsafter1st dip to 10-wkafterbreakout from base.",
"08/15/11","PRGO","8","Regains10-wkavgafter sharp drop fromnew high.",
"08/15/11","HLF","3","Strugglingto climb backabove its10-week line.",
"08/15/11","ALXN","6","Gets supportat 10-wkavgafter dip from newhigh.",
"08/15/11","BPI","9","Deep,38%correction findssolidsupport at 200-dayline.",
"08/15/11","HANS","10","Reboundsaggressively,retakes 10-weekline onQ2 results.",
"08/15/11","SLW","13","Retakes10-weekline asnew base forms.",
"08/15/11","AAPL","11","Pullsback, tests 10-weekline afterclearing365buy point.",
"08/15/11","GOLD","14","9%over 62.43buy pt;breakout from square-box base.","62.43"
"08/15/11","PCLN","12","Not good:Four largest volumeweeks inbase are negative.",
"08/15/11","MA","15","Findssupportat 10-weekline afterJune 29breakout.",
"08/15/11","DLTR","16","Consolidatingalong10-week moving average;5% offhigh.",
"08/15/11","NTES","19","Baseworkhas turned sloppy; 11%off52-weekhigh.",
"08/15/11","IPGP","22","Foundsupport near 40-weekline asstock consolidates.",
"08/15/11","NUS","25","Fastrebound from failedbreakout. RSline atnew high.",
"08/15/11","CERN","28","Lost10-weekline, and thenrebounded off40-weekline.",
"08/15/11","CVLT","17","Formingbase, tryingtoregain 10-weekmoving average.",
"08/15/11","RGLD","20","9%over 62.43buy pointafterclearingsquare-box base.","62.43"
"08/15/11","ABV","23","Tryingtoregain 10-weekline;9% off52-weekhigh.",
"08/15/11","TDG","26","Reboundsinstrong trade afterhuge shakeout;7% offhigh.",
"08/15/11","V","29","7%offhigh. RS line risingduringmarketcorrection.",
"08/15/11","EDU","18","Yo-yoaction makesithard to pinpointnew buy point.",
"08/15/11","CMG","21","5%off52-week high,but RS linealreadyat new high.",
"08/15/11","SWI","24","Wildtrading, butbucksmarket trendfor secondweek.",
"08/15/11","BWLD","27","10%offhigh afterbig rebound.RS lineat new high.",
"08/15/11","GG","30","Formedflawedhandle. It'sdeep and undercutlowof base.",
"08/15/11","TSCO","31","Fallsbelow10-wkavgand findssupport at40-wk avg.",
"08/15/11","AVGO","34","Buildingnew baseasit strugglesto regain40-wkavg.",
"08/15/11","SOHU","37","Strugglesto keepaboveits 200-dayasdeep baseforms.",
"08/15/11","IAG","40","Formingvolatile baseasit tries toget support at40-wk avg.",
"08/15/11","BIIB","43","Consolidatingbelow10-wk avgasit formsnew base.",
"08/15/11","CXO","47","Upsidereversal for week,still under 10-and 40-weeklines.",
"08/15/11","WPI","32","Bouncesoff 40-weekline, but still under10-week line.",
"08/15/11","ISRG","35","July20 breakout unravelswithtrigger of 8% sell ruleAug. 5.",
"08/15/11","SHPGY","38","Fell6.8% below96.87buy pointand thenpopped up.","96.87"
"08/15/11","ABX","41","Strongup week maysignalit'sbuilding rightsideof base.",
"08/15/11","CHKP","44","Solidupward reversaloff40-week lineinheavy volume.",
