date,symbol,rank,buytext,buypoint
10/17/2011,HUM,42,Couldbeforming double-bottomwith an80.74buy point.,80.74
10/24/2011,HUM,38,Formingpotentialdouble-bottom withan80.74buy point.,80.74
10/31/2011,HUM,47,Triggers80.74double-bottom buypointin lowvolume.,80.74
11/7/2011,HUM,44,Extended7% above80.74 double-bottombuy point.,80.74
11/14/2011,HUM,41,9%above 80.74double-bottombuy point.,80.74
11/21/2011,HUM,37,5%above 80.74double-bottombuy point.,80.74
11/28/2011,HUM,28,Fallingback toward a 80.74double-bottombuy point.,80.74
12/5/2011,HUM,36,Bouncesoff supportnear 10-weekafter topping 80.74entry.,80.74
12/19/2011,HUM,36,Keepsholding justover 10-weekafter topping80.74 entry.,80.74
8/16/2010,HWK,11,Thin stock reverses lower; now up 5% from 29.92 buy pt.,29.92
8/23/2010,HWK,11,12% over 29.92 buy pt from three-weeks-tight pattern.,29.92
9/7/2010,HWK,11,Thin stock is 25% past 29.92 three-weeks-tight buy point.,29.92
9/13/2010,HWK,11,Thin stock is 33% past 29.92 three-weeks-tight buy pt.,29.92
9/20/2010,HWK,12,Extended 29% past 29.92 3-weeks-tight buy point.,29.92
9/27/2010,HWK,12,Extended 40% past 29.92 3-weeks-tight buy point.,29.92
6/22/2009,HWKN,28,Clears 21.63 buy point in solid vol from bounce off 10-week.,21.63
6/29/2009,HWKN,29,Now 4% extended past 21.63 buy point on cup w/handle.,21.63
7/6/2009,HWKN,27,Thin stock still in range of 21.63 buy point on pullback.,21.63
11/11/2013,HXL,40,Extendedpast39.78 three-weeks-tightentry.,39.78
5/3/2010,IAG,29,Clears 17.81 buy pt in double-bottom base on high vol.,17.81
5/10/2010,IAG,45,Heavy selling pulls stock back below 17.81 buy point.,17.81
5/17/2010,IAG,49,Clears 18.82 buy point from very deep cup-with-handle base.,18.82
6/21/2010,IAG,23,Six month cup-with handle has 20.35 buy point.,20.35
8/29/2011,IAG,29,Maybe formingcup w/handle basew/ possible22.30buy pt.,22.3
9/12/2011,IAG,16,Justabove22.30 buypoint; breakout from cup w/handle.,22.3
9/19/2011,IAG,24,Reboundsoff10-weekline; almostretakes 22.30buy point.,22.3
9/26/2011,IAG,19,Crashesunder 22.30buy pointasbreakout fails.,22.3
11/7/2011,IAG,23,"Resets,nowinfirst-stage basewith 23.98buy point.",23.98
11/9/2009,IAG,11,Clears double-bottom base; extended 8% past 15.30 buy pt.,15.3
11/14/2011,IAG,34,"Resets,nowinfirst-stage basewith 23.98buy point.",23.98
11/16/2009,IAG,13,Extended 20% past 15.30 buy point from double bottom.,15.3
11/23/2009,IAG,18,24% past 15.30 buy point from short double-bottom base.,15.3
11/30/2009,IAG,17,22% past 15.30 buy point from short double-bottom base.,15.3
5/5/2014,ICON,44,Near42.57cup-basebuy pointafter supportat 40-weekline.,42.57
5/12/2014,ICON,34,"Gives up42.57cup-basebuy point, butlingers nearit.",42.57
5/27/2014,ICON,47,Breakoutstalls; near42.57cup-basebuy point.,42.57
6/1/2009,ICON,34,12% over 14.50 buy point from seven-month cup base.,14.5
6/15/2009,ICON,44,7% extended past 14.50 buy pt; now forming new base.,14.5
7/8/2013,ICON,44,Tightlyformingflat basewith 31.32buypoint.,31.32
7/15/2013,ICON,38,3%past31.32buy pointfrom six-week flatbase.,31.32
7/29/2013,ICON,25,4%past31.32buy pointfrom six-week flatbase.,31.32
8/5/2013,ICON,24,Stillunder accumulation;9% past31.32entryin flatbase.,31.32
8/8/2011,ICON,50,"Falls20%below25.38buy point,breaks 10-, 40-weeklines.",25.38
8/12/2013,ICON,27,Extended7% past31.32entry inflatbase. Trading tight.,31.32
8/17/2009,ICON,47,"Fails to break out of 3-week tight pattern, 18.40 buy point.",18.4
8/19/2013,ICON,27,Easesback to4% past31.32entry inflatbase.,31.32
8/24/2009,ICON,37,Trading in 4-week tight pattern with 18.40 buy point.,18.4
8/26/2013,ICON,28,6%past31.32flat-base entry;justabove 10-weekline.,31.32
9/3/2013,ICON,32,5%past31.32flat-base entry;justabove 10-weekline.,31.32
9/8/2009,ICON,50,In buy range between 10-wk support and 18.40 buy point.,18.4
9/9/2013,ICON,28,Finishingoff fifthweek of flatbasewith 34.57buy point.,34.57
9/16/2013,ICON,35,Fadesafter edging above34.59flatbase-on-base entry.,34.59
6/22/2009,ICUI,40,10% past 38.02 buy point from bounce off 10-week average.,38.02
7/13/2009,ICUI,38,Just above 42.87 buy point; vol. is adequate but needs a push.,42.87
1/3/2011,IDCC,30,Extended 13% past 36.91 buy point of square-box base.,36.91
1/10/2011,IDCC,23,27% past 36.91 buy point of square-box base.,36.91
1/18/2011,IDCC,23,Near 11-year high; 30% past 36.91 box-base trigger.,36.91
1/24/2011,IDCC,21,"Reversing, but still well past 36.91 box-base buy point.",36.91
1/31/2011,IDCC,20,"Off peak, but still 28% past 36.91 box-base buy point.",36.91
2/22/2011,IDCC,18,Upnearly 57%after clearing36.91buy pointDec.8.,36.91
12/13/2010,IDCC,33,5% past 36.91 buy point of square-box base.,36.91
12/20/2010,IDCC,30,Extended 6% past 36.91 buy point of square-box base.,36.91
12/27/2010,IDCC,27,16% past 36.91 buy point of square-box base.,36.91
3/29/2010,IDSA,9,Punches to 60% above 10.60 buy point in first base above $10.,10.6
4/5/2010,IDSA,10,Thin microcap soars 50% from saucer-w-handle buy pt 11.93.,11.93
4/12/2010,IDSA,9,Thin stock soars 63% from 11.93 buy pt. Broke out 3/16.,11.93
4/19/2010,IDSA,8,"Thin stock dives, still 39% past 11.93 buy point.",11.93
4/26/2010,IDSA,9,"Thin stock dives, still 42% past 11.93 buy point.",11.93
5/3/2010,IDSA,9,Thin stock extended 51% past 11.93 buy point.,11.93
8/2/2010,IDSA,6,14% past 15.36 buy point from deep cup-shaped base.,15.36
8/16/2010,IDSA,5,Retreating to just 4% past 15.35 cup-base buy point.,15.35
8/23/2010,IDSA,7,15.35 cup-base trigger goes from 38% gain to break even.,15.35
6/9/2014,IEX,48,Formsflatbase with buypointof 79.37.,79.37
6/16/2014,IEX,40,Low-volumebreakout over 76.77;3% pastbuy point.,76.77
2/1/2010,IGLD,36,Thin stock 35% past 16.47 buy pt in 3-weeks-tight pattern.,16.47
2/8/2010,IGLD,34,Thin stock 36% past 16.47 buy pt after clearing flat base.,16.47
2/16/2010,IGLD,47,Thin stock is 45% past 16.47 flat base buy point.,16.47
2/22/2010,IGLD,47,Thin stock is 53% past 16.47 flat-base buy point.,16.47
4/5/2010,IGLD,50,Thin stock rebounds. Has now doubled from 16.47 buy point.,16.47
4/12/2010,IGLD,47,"Reversing, but still well extended from 16.47 buy point.",16.47
10/18/2010,IGTE,7,Revisits narrow cup-base buy point of 18.26; still whipsaws.,18.26
11/1/2010,IGTE,8,At 10-year high and 5% past 19.55 buy point.,19.55
11/8/2010,IGTE,5,7% past 19.55 buy point after Oct. 26 breakout in big trade.,19.55
11/15/2010,IGTE,3,14% past 19.55 buy point after Oct. 26 breakout.,19.55
11/22/2010,IGTE,2,18% past 19.55 trigger after Oct. 26 breakout.,19.55
11/29/2010,IGTE,1,27% past 19.55 trigger after Oct. 26 breakout.,19.55
1/10/2011,ILMN,18,Just below 66.69 buy point in 5-weeks-tight pattern.,66.69
1/18/2011,ILMN,19,4% over 66.69 buy pt; breakout from 3-weeks-tight pattern.,66.69
1/24/2011,ILMN,17,3% past 66.69 buy point in a 3-weeks-tight pattern.,66.69
1/31/2011,ILMN,14,Less than 4% above 66.69 buy point in a 3-weeks-tight.,66.69
2/7/2011,ILMN,22,Eases after passing 71.46 three-weeks-tight trigger.,71.46
2/14/2011,ILMN,25,3%over 71.46buy ptafterbreakout from 3-wks-tight pattern.,71.46
2/22/2011,ILMN,22,Justpast71.463-weeks-tightentry. Support at10-weekline.,71.463
4/18/2011,ILMN,35,Incup-with-handlebase with potential71.16buypoint.,71.16
4/25/2011,ILMN,40,Incup-with-handlebase with potential71.16buypoint.,71.16
4/29/2013,ILMN,20,Extended10%above 57.10buy pointof cup withouthandle.,57.1
5/4/2009,ILMN,29,Forming flat base with a potential buy point of 39.05.,39.05
5/6/2013,ILMN,18,Extended14%above 57.10buy pointof cup withouthandle.,57.1
5/13/2013,ILMN,17,Extended23%above 57.10buy pointof cup withouthandle.,57.1
5/16/2011,ILMN,24,7%past71.16buy pointafter clearingcup withhandle.,71.16
5/20/2013,ILMN,16,"Sharpreversaloff high,26% past57.10buy point.",57.1
5/23/2011,ILMN,23,Gainsfading. Nowjust2% past71.16handlebuy point.,71.16
5/28/2013,ILMN,16,"Consolidatesbelowhigh, 23%past57.10buy point.",57.1
5/31/2011,ILMN,28,Breakoutpast 71.16didn'tgofar; supportat 10-weekline.,71.16
6/3/2013,ILMN,20,Wellextended frombreakout past 57.10buypoint.,57.1
6/6/2011,ILMN,23,Highhandlepotentially offersnew entry at76.91.,76.91
6/9/2014,ILMN,38,5%past3rd-stagecup with handle's 161.10entry.,161.1
6/10/2013,ILMN,17,Wellextended frombreakout past 57.10buypoint.,57.1
6/13/2011,ILMN,20,Highhandlepotentially offersnew entry at76.91.,76.91
6/16/2014,ILMN,33,6%past3rd-stagecup with handle's 161.10entry.,161.1
6/17/2013,ILMN,16,Testing10-weekline afterbreakout over 57.10.,57.1
6/23/2014,ILMN,27,Extended9% past161.10 cup withhandleentry.,161.1
6/30/2014,ILMN,37,Extended7% past161.10 cup-with-handleentry.,161.1
7/1/2013,ILMN,15,Flatbasehas 10-weeksupport;77.21 buypoint.,77.21
7/5/2011,ILMN,32,Nearspossibleentry at76.91 from base-on-basepattern.,76.91
7/8/2013,ILMN,16,Formingaflat basewith potential77.21buy point.,77.21
7/11/2011,ILMN,30,"Cleared76.91buy point,but now 1%under the entry.",76.91
7/15/2013,ILMN,22,Climbsabove 77.21buy pointbutreverses lower.,77.21
7/18/2011,ILMN,37,"Cleared76.91buy point,but now 5%under thatentry.",76.91
7/22/2013,ILMN,24,4%below77.21entry inflatbase asbreakout struggles.,77.21
7/25/2011,ILMN,39,"Cleared76.91buy point,then triggered8% sell rule.",76.91
7/29/2013,ILMN,31,Up5% from 77.21entry inflatbase.,77.21
8/5/2013,ILMN,48,"Easesoffhigh, back near77.21entry inflatbase.",77.21
8/12/2013,ILMN,45,Dipstoand thenrises 2% past77.21entry inflatbase.,77.21
8/19/2013,ILMN,44,"Despitepullback, holds closeto77.21flat-base entry.",77.21
8/26/2013,ILMN,46,3%above 77.21flat-baseentry;support at 10-weekline.,77.21
9/3/2013,ILMN,45,"Regainssupportat 10-weekline, back above 77.21entry.",77.21
11/1/2010,ILMN,41,4% above 52.09 buy point in square-box base.,52.09
11/8/2010,ILMN,41,8% above 52.09 buy point in square box base.,52.09
11/15/2010,ILMN,30,9% above 52.09 buy point in square box base.,52.09
12/20/2010,ILMN,19,Nine week advance ends in three weeks tight; 66.69 buy point.,66.69
12/27/2010,ILMN,20,Shapes four-weeks-tight with potential 66.69 buy pt.,66.69
9/8/2009,IMA,48,Formed high handle with 36.97 buy point.,36.97
9/12/2009,IMA,36,Extended 8% from 36.97 buy pt in handle of shallow pattern.,36.97
9/14/2009,IMA,36,Extended 8% from 36.97 buy pt in handle of shallow pattern.,36.97
1/10/2011,INFA,20,Holding just below 45.96 three-weeks-tight buy point.,45.96
1/24/2011,INFA,22,Falls more than 8% from 45.96 3-weeks-tight trigger.,45.96
3/28/2011,INFA,26,Topsflatbasebuy pointof 49.86in41%heavier volume.,49.86
4/4/2011,INFA,29,Up5% from 49.86buy pointfrom flatbase. Broke out3/24.,49.86
4/11/2011,INFA,26,Up4% from 49.86buy pointfrom flatbase. Broke out3/24.,49.86
4/18/2011,INFA,27,Tradingtightly; up 6% from49.86 buypointin flatbase.,49.86
4/25/2011,INFA,30,Tradingtightly; up 6% from49.86 buypointin flatbase.,49.86
5/2/2011,INFA,25,Tradingtightly; up 12%from 49.86buy pointinflatbase.,49.86
7/5/2011,INFA,24,Secondpullback couldbe seenas squarebox;60.08entry.,60.08
7/11/2011,INFA,23,Just1%above 60.08square-box buy point.,60.08
7/18/2011,INFA,31,11%below60.08square-box entry. Alsobelow10-week line.,60.08
7/25/2011,INFA,31,8%below60.08square-box entry. Also stillbelow 10-weekline.,60.08
8/1/2011,INFA,37,Breakoutabove 60.08square-box entry fails.Aboveits 40-wk.,60.08
9/20/2010,INFA,45,29% past 27.99 buy point after July breakout.,27.99
9/27/2010,INFA,45,37% past 27.99 buy point from four-month pattern.,27.99
10/4/2010,INFA,27,"37% past 27.99 buy point; volume, RS still healthy.",27.99
12/27/2010,INFA,21,"Potential 3-weeks-tight forms, with 45.96 buy point.",45.96
1/3/2011,INFY,49,7% over 71.04 buy point after clearing cup-with-handle base.,71.04
1/10/2011,INFY,48,7% over 71.04 buy pt after clearing cup w/handle base.,71.04
12/27/2010,INFY,50,5% over 71.04 buy pt after clearing cup w/handle base.,71.04
1/7/2013,INGR,35,Justabove66.47 buyptin3-weeks-tight pattern.,66.47
1/14/2013,INGR,33,2%past66.47buy point; climbing10-weekmoving avg.,66.47
4/8/2013,INGR,27,4%past70.52buy pointfrom cup base.,70.52
4/15/2013,INGR,39,Up5% past70.52buy pointfrom cup base.,70.52
4/22/2013,INGR,31,Up3% past70.52buy pointfrom cup-without-handlebase.,70.52
12/3/2012,INGR,42,12%over 58.23entryafter breakout from cup-w/handle.,58.23
12/10/2012,INGR,30,11%over 58.23entryafter breakout from cup-with-handle.,58.23
12/17/2012,INGR,29,10%over 58.23buypt; breakout from cup-with-handlebase.,58.23
7/20/2009,ININ,16,Extended 20% from 13.95 buy pt from flat base.,13.95
7/27/2009,ININ,21,Extended 25% from 13.95 buy point from a square base.,13.95
8/3/2009,ININ,14,16% past 13.95 buy point from five-week square base.,13.95
8/10/2009,ININ,17,Extended 21% past 13.95 buy pt from square box base.,13.95
1/3/2012,INT,37,Squarebox forms;also near 42.22cup w/handle entry.,42.22
1/9/2012,INT,37,3%over 42.22buy pointin9-month cup withhandlebase.,42.22
1/17/2012,INT,42,2%past42.22buy pointin9-month cup w/handle base.,42.22
1/23/2012,INT,40,"4.6%past42.22buy pointin9-month, cup-with-handlebase.",42.22
1/30/2012,INT,34,8%past42.22buy pointafter clearinglongconsolidation.,42.22
2/6/2012,INT,33,9%past42.22buy pointafter clearinglongconsolidation.,42.22
2/13/2012,INT,38,11%past42.22buy pointafterclearinglongconsolidation.,42.22
2/21/2012,INT,36,12%past42.22buy pointafterclearinglongconsolidation.,42.22
5/11/2009,INT,4,Breaks out over 39.59 buy point from cup; volume screams.,39.59
5/18/2009,INT,7,Down 9% from 39.58 buy pt at Thursday's lows.,39.58
5/26/2009,INT,4,Down 9% from 39.58 buy point at Thursday's lows.,39.58
6/1/2009,INT,8,7% past 39.58 buy pt of 5-month V-shaped base.,39.58
6/8/2009,INT,4,11% above 43.10 buy point after rebound from 10-week line.,43.1
8/10/2009,INT,45,In a sweet little cup with a 48.85 buy point.,48.85
10/17/2011,INT,45,Maybe workingonlongdoublebottom; 40.60buy point.,40.6
10/26/2009,INT,30,5% past 51.55 buy pt after light-volume pullback to 10-wk.,51.55
11/7/2011,INT,43,Resumesadvanceafter shakeout of8% below40.60buy point.,40.6
11/14/2011,INT,39,4%over 40.60buy ptindouble-bottombase.,40.6
11/28/2011,INT,43,"Formingahandle tolong,2nd-stage cup base; 42.22entry.",42.22
12/5/2011,INT,34,"Justabove42.22 buyptinlong, 2nd-stagecup base.",42.22
12/8/2008,INT,7,Nullifies breakout above 30.31 buy point; reverses higher.,30.31
12/12/2011,INT,35,"Topped42.22handleentryfrom long, 2nd-stagecup base.",42.22
12/15/2008,INT,5,Still up 12% from 30.31 buy pt after downside reversal.,30.31
12/19/2011,INT,29,Backunder buy pointaftertopping 42.22entry inhandle.,42.22
12/22/2008,INT,4,Now 19% past 30.31 buy point from cup-shaped base.,30.31
12/27/2011,INT,34,Holdingsteady near 42.22entryinedgy cup withhandle.,42.22
12/29/2008,INT,3,Now 20% past 30.31 buy point from cup-shaped base.,30.31
1/9/2012,INTC,45,7.5%past23.49double-bottom entry;base-on-baseforming.,23.49
1/23/2012,INTC,42,12%past23.49double-bottomentry; base-on-baseforming.,23.49
1/30/2012,INTC,44,14%past23.49double-bottomentry; RSline nearhigh.,23.49
2/6/2012,INTC,46,14%past23.49double-bottomentry; RSline nearhigh.,23.49
12/19/2011,INTC,48,Below10-weekagain; nearrecent23.49 double-bottomentry.,23.49
10/31/2011,INTU,44,"Infive-month cup base, 56.56buypoint; volume trails off.",56.56
11/7/2011,INTU,40,"Infive-month cup base, 56.56buypoint; volume trails off.",56.56
1/21/2014,INVN,28,Tryingtoclimb past21.30cup-with-handleentry.,21.3
1/27/2014,INVN,27,Hits8%sell rule from 21.30entry incup withhandle.,21.3
2/6/2012,INVN,10,44%past11.95buy point;triggered eight-weekhold rule.,11.95
2/13/2012,INVN,10,54%past11.95buy point;triggered eight-weekhold rule.,11.95
2/21/2012,INVN,9,Extended38%past 11.95buypt; triggered 8-weekhold rule.,11.95
2/27/2012,INVN,11,49%past11.95buy point;triggered eight-weekhold rule.,11.95
10/28/2013,INVN,12,Made3 tests of 10-weekavg.since clearing16.59entry.,16.59
1/7/2013,IPGP,23,"Paringgains,but still 4%past61.61 double-bottomentry.",61.61
1/14/2013,IPGP,29,"Easesabit, now7% past61.61double-bottom entry.",61.61
1/22/2013,IPGP,34,Extended8% past61.61double-bottom entry.,61.61
1/28/2013,IPGP,32,12%above61.61double-bottom entryon decliningvolume.,61.61
2/4/2013,IPGP,49,"Pullsoffhigh, now just8%above 61.61double-bottomentry.",61.61
2/11/2013,IPGP,50,Supportat10-week line;9%above 61.61doublebottom entry.,61.61
8/20/2012,IPGP,45,Almost2% past61.28buypoint indeepcup pattern.,61.28
8/27/2012,IPGP,42,1%past61.28buy pointindeep cup pattern.,61.28
9/4/2012,IPGP,45,7%past57.61buy pointindeep cup pattern.,57.61
9/10/2012,IPGP,41,Extended10%past deepcup's57.61buy point.,57.61
9/17/2012,IPGP,39,Extended13%above deep cup's57.61buy point.,57.61
10/22/2012,IPGP,44,Sinksbelow 10-weekand neardeep cup's57.61buy point.,57.61
12/3/2012,IPGP,49,Tryingtobreakoutabove 61.61double-bottomentry.,61.61
12/10/2012,IPGP,37,"Sketchesdouble-bottom, 3% belowpotential61.61buy point.",61.61
12/17/2012,IPGP,36,Sketchesdouble-bottom; 2% belowpotential61.61buy point.,61.61
12/24/2012,IPGP,22,"Clearsdouble-bottombase, 5% above61.61buy point.",61.61
12/31/2012,IPGP,20,"Clearsdouble-bottombase, trading 5% above61.61buy point.",61.61
1/3/2012,ISRG,3,"4%over 449.16 flat-basebuy pt,but nobreakout volume.",449.16
1/17/2012,ISRG,5,Up2% past449.16 buypoint inflatbase.,449.16
1/23/2012,ISRG,17,1%below449.16 buy pointinflatbase. Supportat 10-week.,449.16
1/30/2012,ISRG,18,2%over 449.16 buypoint inflatbase. Supportat10-week.,449.16
2/6/2012,ISRG,5,4%over 474.60 buypoint inthree-weeks-tightpattern.,474.6
4/11/2011,ISRG,43,6%above 346.89buy pointafter breakout from longbase.,346.89
4/19/2010,ISRG,6,Ugly dive Friday retests 367.10 buy point from flat base.,367.1
4/26/2010,ISRG,23,Back within 1% of 367.10 buy point from flat base.,367.1
5/3/2010,ISRG,26,Back within 1% of 367.10 buy point from flat base.,367.1
7/25/2011,ISRG,40,5%past384.59 from cup-with-handlebuy point.,384.59
8/1/2011,ISRG,22,4%past384.59 handlebuy point;early stagebreakout.,384.59
9/6/2011,ISRG,21,Shapedcup basewith 415.29 buypoint.,415.29
9/19/2011,ISRG,21,Moveabove 389.10 handlebuy pointlacksvolume.,389.1
10/17/2011,ISRG,14,Handlebuypoint at402.45.1st stage basethanksto reset.,402.45
10/24/2011,ISRG,5,402.45cup-with-handle breakout isfrom afirst-stage base.,402.45
10/31/2011,ISRG,6,Extended8% past402.45 1st-stagecup-with-handlebuy point.,402.45
11/7/2011,ISRG,6,Extended7% past402.45 1st-stagecup-with-handlebuy point.,402.45
11/14/2011,ISRG,6,"10%past402.45 first stage,cup-with-handle buypoint.",402.45
11/16/2009,ISRG,41,2% past 269.37 top of buy range after weak 10-wk rebound.,269.37
11/21/2011,ISRG,3,"Slips,but still 5% past402.45 first-stagebuy point.",402.45
11/28/2011,ISRG,3,"Slips,but still 3% past402.45 1st-stagebuypoint.",402.45
12/5/2011,ISRG,6,8%past402.45 1st-stagebuy point.,402.45
12/12/2011,ISRG,6,9%past402.45 entry;infourth week ofshallowpattern.,402.45
12/14/2009,ISRG,34,9% over 269.37 buy pt after last pullback to 10-wk avg.,269.37
12/27/2011,ISRG,2,Brokeout of base-on-base449.16 buypoint inlightvolume.,449.16
8/13/2012,IT,38,Extended9% above44.34 cup-with-handlebuy point.,44.34
8/20/2012,IT,41,Extended10%above 44.34cup-with-handlebuy point.,44.34
8/27/2012,IT,39,Extended10%above 44.34cup-with-handlebuy point.,44.34
9/4/2012,IT,42,"Shows3-weeks-tight follow-onpattern, 49.64entry.",49.64
9/10/2012,IT,49,Below49.64entryfrom 3-weeks-tight afternegative reversal.,49.64
10/4/2010,IT,32,16% past 25.89 buy point from cup-with-handle pattern.,25.89
10/18/2010,IT,42,4% past 30.09 buy point in square box base on base.,30.09
10/25/2010,IT,47,Retests 30.09 buy point after base on base breakout.,30.09
6/9/2014,ITC,47,Testing10-weekline for 1st time afterbreakout over 34.99.,34.99
2/4/2013,JAH,35,6%past55.87flat baseentry. New highsinweak trade.,55.87
2/11/2013,JAH,35,9%past55.87flat basetrigger.New highsinsoft trade.,55.87
2/19/2013,JAH,41,"Offhigh,but still 7% past55.87flat-baseentry.",55.87
2/25/2013,JAH,39,Rises7% past55.87flat-basebuy point.,55.87
3/4/2013,JAH,33,Extended10%past 55.87flat-basebuy point.,55.87
3/11/2013,JAH,34,"Offhighs,but still 12%past55.87buy pointinflat base.",55.87
3/18/2013,JAH,34,Extended14%past 55.87buypoint inflatbase.,55.87
3/25/2013,JAH,32,17%over 37.28buypoint; breakout from flatbase.,37.28
4/1/2013,JAH,35,15%over 37.28buypoint; breakout from flatbase.,37.28
4/8/2013,JAH,28,Above10-weekline but15% past37.28flatbase buypoint.,37.28
4/15/2013,JAH,33,17%past37.28flatbase buypoint. Trading tightly.,37.28
8/6/2012,JAH,34,"Extended10%beyond 43.33 buypoint, hitting newhighs.",43.33
8/13/2012,JAH,34,"Extended11%beyond 43.33 buypoint, hitting newhighs.",43.33
8/20/2012,JAH,33,Extended13%past 43.33buypoint inflatbase.,43.33
9/17/2012,JAH,32,Extendedfrom 49.20buy pointinfour-weeks-tightpattern.,49.2
9/24/2012,JAH,22,Extended8% from 49.20buy pointin4-weeks-tightpattern.,49.2
10/1/2012,JAH,27,Extended7% from 49.20buy pointin4-weeks-tightpattern.,49.2
10/8/2012,JAH,29,Clears54.36follow-on entryfrom 3-weeks-tight pattern.,54.36
10/15/2012,JAH,24,1%below54.36follow-on entry from 3-weeks-tightpattern.,54.36
10/22/2012,JAH,17,Justpast54.36follow-on entryfrom 3-weeks-tight pattern.,54.36
10/29/2012,JAH,42,Cutsbelow10-weekline;9% under 54.363-weeks-tightentry.,54.363
11/5/2012,JAH,35,Triesto retake 10-weekline;6% under 54.36entry.,54.36
11/12/2012,JAH,43,Rebuffedfrom retaking10-week line;7%under 54.36entry.,54.36
11/19/2012,JAH,34,Dipping6% under 54.36entry;treadingbelow 10-weekline.,54.36
3/11/2013,JAZZ,33,Wobbleswildlysince clearing58.09cup-handle entry.,58.09
3/18/2013,JAZZ,39,2%over 58.09buy point;breakout from cup-with-handle base.,58.09
5/28/2013,JAZZ,30,Slightlyextended; 6% past60.30cup-with-handlebuy point.,60.3
6/3/2013,JAZZ,15,Newhighs instrong trade;13%above 60.30buy point.,60.3
6/10/2013,JAZZ,8,Holdsgroundafter18% runup onbreakout over 60.30.,60.3
6/17/2013,JAZZ,7,Extended18%after breakout over 60.30buy point.,60.3
6/23/2014,JAZZ,19,Nearly4% above149.57 double-bottom entry.,149.57
6/24/2013,JAZZ,17,11%past60.30handleentry. Getting closeto 10-weekline.,60.3
6/30/2014,JAZZ,23,Near149.57 buypoint ofdouble-bottom base.,149.57
7/1/2013,JAZZ,16,Extended14%past 60.30buypoint from ahandle.,60.3
7/8/2013,JAZZ,7,Extendedalmost 20%past60.30 buypointfrom a handle.,60.3
7/11/2011,JAZZ,45,Stallsaftersurpassing35.07 buyptincup w/o handle.,35.07
7/15/2013,JAZZ,19,Extended21%past 60.30cup-with-handlebuy point.,60.3
7/18/2011,JAZZ,43,Extended6% past35.07buy pointfrom cup without handle.,35.07
7/22/2013,JAZZ,22,"19%past60.30cup-with-handleentry, just3% from high.",60.3
7/25/2011,JAZZ,46,Extended10%past 35.07buypt incup w/ohandle.,35.07
7/29/2013,JAZZ,22,23%past60.30cup-with-handleentry. Support at10-weekline.,60.3
8/5/2013,JAZZ,20,Wellextended from10-week lineand 26%past 60.30entry.,60.3
8/15/2011,JAZZ,39,Supportat10-week; fellmore than 8% from 36.57buy pt.,36.57
9/16/2013,JAZZ,4,Formsthree-weeks-tight patternwith 89.10buy point.,89.1
9/23/2013,JAZZ,13,Settlesback under 89.10entry inthree-weeks-tight.,89.1
9/30/2013,JAZZ,13,Backabove 89.10buy pointfrom three-weeks-tightpattern.,89.1
10/3/2011,JAZZ,36,Goodsupport at10-week line;18%past35.07buy point.,35.07
10/7/2013,JAZZ,7,2%above 89.10buy pointfrom three-weeks-tightpattern.,89.1
10/10/2011,JAZZ,39,Findssupportat 10-weekline;19% past35.07buypoint.,35.07
10/14/2013,JAZZ,24,Slides10%below89.103-weeks-tightentry. Breaks support.,89.103
6/18/2012,JBHT,45,2%over 57.53buy pointafterclearingflat base.,57.53
6/25/2012,JBHT,48,Poormarket conditionsdefuse nice breakout past57.53.,57.53
7/2/2012,JBHT,39,"Up4% from 57.53flatbase buypoint, butvolume meek.",57.53
1/11/2010,JCG,27,Forming potential square box with 46.73 buy point.,46.73
3/15/2010,JCG,9,Broke out 3/8 in big trade but now 3% below 46.44 buy point.,46.44
3/22/2010,JCG,13,6% below 46.73 buy point from cup without handle.,46.73
3/29/2010,JCG,10,"Recovers, now resting at 46.73 buy pt from cup w/o handle.",46.73
4/5/2010,JCG,15,Slips under 46.73 buy point from cup w/o handle.,46.73
4/12/2010,JCG,19,Stalls after passing 46.73 buy pt in cup without handle.,46.73
11/30/2009,JCG,19,"Tops, then pulls below 44.39 buy point in 5-week falt base.",44.39
12/7/2009,JCG,26,"Clears, then pulls back below 44.55 flat base buy point.",44.55
12/14/2009,JCG,19,"Clears flat base buy point of 45.01, but lacks volume.",45.01
4/6/2009,JCOM,34,"Clears 21.40 buy point, still 16% below 52-week high.",21.4
4/20/2009,JCOM,17,Broke out on fast trade March 30; 16% past 21.40 buy pt.,21.4
5/4/2009,JCOM,34,Forming handle w/25.29 buy pt on 8-month cup base.,25.29
11/21/2011,JCOM,50,Maybe workingonbasewith 32.77buy point.,32.77
9/21/2009,JDAS,49,5% past 22.55 buy point from rebound off 10-week line.,22.55
9/28/2009,JDAS,50,Slips under 22.55 buy point from rebound off 10-week line.,22.55
8/9/2010,JKS,11,Well extended from initial base with 11.15 buy point.,11.15
8/16/2010,JKS,6,73% past 11.15 buy point after July 7 breakout.,11.15
8/23/2010,JKS,2,122% past 11.15 buy point after July 7 breakout.,11.15
9/7/2010,JKS,5,146% past 11.15 buy point after July 7 breakout.,11.15
9/13/2010,JKS,4,Reverses sharply lower after soaring 175% from 11.15 buy pt.,11.15
1/3/2011,JNPR,41,2% past 36.10 square-box buy point; volume has been light.,36.1
1/10/2011,JNPR,37,4% past 36.10 square-box buy point; volume has been light.,36.1
1/18/2011,JNPR,34,Up 7% past 36.10 square-box buy point.,36.1
